,Aarhus,Almere,Amsterdam,Anderlecht,Antwerp,Barcelona,Bari,Basel,Bergamo,Berlin,Bern,Biel_bienne,Biella,Birmingham,Boblingen,Bologna,Bordeaux,Borgomanero,Boston,Bratislava,Breda,Bremen,Brescia,Brindisi,Bristol,Brussels,Bucharest,Budapest,Cagliari,Catania,Charleroi,Chiasso,Chicago,Cologne,Como,Copenhagen,Cuneo,Denttbosch,Dijon,Dortmund,Dresden,Dublin,Dusseldorf,Eindhoven,Erding,Essen,Esslingen,Evere,Firenze,Frankfurt,Geneve,Genova,Ghent,Gothenburg,Graz,Grenoble,Hamburg,Hannover,Helsinki,Hilversum,Hoofddorp,Innsbruck,Karlsruhe,Klagenfurt,Kolding,Kortnijk,Krakov,Lausanne,Leipzig,Leuven,Liege,Lille,Linz,Lisbon,Livorno,London,Lucerne,Lugano,Luxembourg,Lyon,Madrid,Magdemburg,Malmo,Manchester,Mannheim,Marseille,Milan,Modena,Mons,Montpellier,Monza,Munich,Nantes,Napoli,Neuss,Newark,Newttyork,Nice,Nodeid60,Nodeid62,Nodeid73,Nodeid79,Novara,Nuremberg,Nyon,Oslo,Ostend,Padova,Palermo,Paris,Parma,Peerbarcelona_0,Pfaffikon,Piacenza,Poitiers,Porto,Potsdam,Prague,Reading,Reggiottemilia,Rennes,Rimini,Rome,Rostock,Rotterdam,Rouen,Salzburg,Sassari,Schaffhausen,Sintra,Stockholm,Strasbourg,Stttgallen,Stttpollen,Stuttgart,Thetthague,Toulouse,Tours,Trento,Treviso,Trieste,Turin,Utrecht,Valencia,Varese,Venezia,Verona,Vicenza,Vienna,Warsaw,Winterthur,Wuppertal,Zug,Zurich,d_in,d_out,CB,EC
Marseille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.3904,"[{'Next_Hop': 'marseille_FastEthernet1/0', 'Networks': '10.0.0.252/31|10.0.0.252/32'}, {'Next_Hop': 'marseille_FastEthernet1/1', 'Networks': '10.0.0.254/31|10.0.0.254/32'}, {'Next_Hop': 'marseille_FastEthernet0/0', 'Networks': '10.0.1.0/32|10.0.1.0/31'}, {'Next_Hop': 'marseille_FastEthernet0/1', 'Networks': '10.0.1.2/31|10.0.1.2/32'}]"
Milan,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,18,18,0.3708,"[{'Next_Hop': 'milan_FastEthernet4/1', 'Networks': '10.0.0.195/32|10.0.0.194/31'}, {'Next_Hop': 'milan_FastEthernet2/0', 'Networks': '10.0.0.197/32|10.0.0.196/31'}, {'Next_Hop': 'milan_FastEthernet2/1', 'Networks': '10.0.0.201/32|10.0.0.200/31'}, {'Next_Hop': 'milan_FastEthernet5/1', 'Networks': '10.0.0.207/32|10.0.0.206/31'}, {'Next_Hop': 'milan_FastEthernet4/0', 'Networks': '10.0.0.208/31|10.0.0.209/32'}, {'Next_Hop': 'milan_FastEthernet8/0', 'Networks': '10.0.0.210/31|10.0.0.211/32'}, {'Next_Hop': 'milan_FastEthernet1/1', 'Networks': '10.0.0.213/32|10.0.0.212/31'}, {'Next_Hop': 'milan_FastEthernet1/0', 'Networks': '10.0.1.12/31|10.0.1.13/32'}, {'Next_Hop': 'milan_FastEthernet3/1', 'Networks': '10.0.1.14/31|10.0.1.15/32'}, {'Next_Hop': 'milan_FastEthernet0/1', 'Networks': '10.0.1.17/32|10.0.1.16/31'}, {'Next_Hop': 'milan_FastEthernet6/1', 'Networks': '10.0.1.26/31|10.0.1.27/32'}, {'Next_Hop': 'milan_FastEthernet6/0', 'Networks': '10.0.1.37/32|10.0.1.36/31'}, {'Next_Hop': 'milan_FastEthernet5/0', 'Networks': '10.0.1.42/31|10.0.1.43/32'}, {'Next_Hop': 'milan_FastEthernet0/0', 'Networks': '10.0.1.48/31|10.0.1.49/32'}, {'Next_Hop': 'milan_FastEthernet3/0', 'Networks': '10.0.1.51/32|10.0.1.50/31'}, {'Next_Hop': 'milan_FastEthernet7/0', 'Networks': '10.0.1.54/31|10.0.1.55/32'}, {'Next_Hop': 'milan_FastEthernet8/1', 'Networks': '10.0.1.56/31|10.0.1.57/32'}, {'Next_Hop': 'milan_FastEthernet7/1', 'Networks': '10.0.1.89/32|10.0.1.88/31'}]"
Modena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0064,"[{'Next_Hop': 'modena_FastEthernet0/1', 'Networks': '10.0.1.38/31|10.0.1.38/32'}, {'Next_Hop': 'modena_FastEthernet0/0', 'Networks': '10.0.1.40/32|10.0.1.40/31'}]"
Mons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,"[{'Next_Hop': 'mons_FastEthernet0/0', 'Networks': '10.0.0.126/31|10.0.0.126/32'}]"
Montpellier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0723,"[{'Next_Hop': 'montpellier_FastEthernet0/1', 'Networks': '10.0.0.242/31|10.0.0.243/32'}, {'Next_Hop': 'montpellier_FastEthernet0/0', 'Networks': '10.0.1.2/31|10.0.1.3/32'}]"
Monza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,"[{'Next_Hop': 'monza_FastEthernet0/0', 'Networks': '10.0.1.50/31|10.0.1.50/32'}]"
Munich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0.1997,"[{'Next_Hop': 'munich_FastEthernet0/1', 'Networks': '10.0.0.26/31|10.0.0.27/32'}, {'Next_Hop': 'munich_FastEthernet0/0', 'Networks': '10.0.0.29/32|10.0.0.28/31'}, {'Next_Hop': 'munich_FastEthernet1/1', 'Networks': '10.0.0.39/32|10.0.0.38/31'}, {'Next_Hop': 'munich_FastEthernet1/0', 'Networks': '10.0.0.44/32|10.0.0.44/31'}]"
Nantes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0515,"[{'Next_Hop': 'nantes_FastEthernet0/0', 'Networks': '10.0.1.6/31|10.0.1.7/32'}, {'Next_Hop': 'nantes_FastEthernet0/1', 'Networks': '10.0.1.66/32|10.0.1.66/31'}]"
Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,"[{'Next_Hop': 'napoli_FastEthernet0/0', 'Networks': '10.0.0.251/32|10.0.0.250/31'}]"
Neuss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,"[{'Next_Hop': 'neuss_FastEthernet0/0', 'Networks': '10.0.0.64/31|10.0.0.65/32'}]"
Newark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.1462,"[{'Next_Hop': 'newark_FastEthernet1/0', 'Networks': '10.0.0.160/31|10.0.0.160/32'}, {'Next_Hop': 'newark_FastEthernet0/0', 'Networks': '10.0.0.162/32|10.0.0.162/31'}, {'Next_Hop': 'newark_FastEthernet0/1', 'Networks': '10.0.0.164/31|10.0.0.164/32'}]"
Newttyork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,"[{'Next_Hop': 'newttyork_FastEthernet0/1', 'Networks': '10.0.0.164/31|10.0.0.165/32'}, {'Next_Hop': 'newttyork_FastEthernet0/0', 'Networks': '10.0.0.166/31|10.0.0.166/32'}]"
Nice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,"[{'Next_Hop': 'nice_FastEthernet0/0', 'Networks': '10.0.0.252/31|10.0.0.253/32'}]"
Nodeid60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.015,"[{'Next_Hop': 'nodeid60_FastEthernet0/1', 'Networks': '10.0.0.58/31|10.0.0.59/32'}, {'Next_Hop': 'nodeid60_FastEthernet1/0', 'Networks': '10.0.0.174/32|10.0.0.174/31'}, {'Next_Hop': 'nodeid60_FastEthernet0/0', 'Networks': '10.0.0.176/32|10.0.0.176/31'}]"
Nodeid62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0059,"[{'Next_Hop': 'nodeid62_FastEthernet0/0', 'Networks': '10.0.0.180/32|10.0.0.180/31'}, {'Next_Hop': 'nodeid62_FastEthernet0/1', 'Networks': '10.0.0.182/31|10.0.0.182/32'}, {'Next_Hop': 'nodeid62_FastEthernet1/0', 'Networks': '10.0.0.184/31|10.0.0.184/32'}]"
Nodeid73,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0362,"[{'Next_Hop': 'nodeid73_FastEthernet1/1', 'Networks': '10.0.0.111/32|10.0.0.110/31'}, {'Next_Hop': 'nodeid73_FastEthernet1/0', 'Networks': '10.0.0.114/31|10.0.0.115/32'}, {'Next_Hop': 'nodeid73_FastEthernet0/1', 'Networks': '10.0.0.214/32|10.0.0.214/31'}, {'Next_Hop': 'nodeid73_FastEthernet0/0', 'Networks': '10.0.0.216/32|10.0.0.216/31'}]"
Nodeid79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0616,"[{'Next_Hop': 'nodeid79_FastEthernet0/0', 'Networks': '10.0.0.238/32|10.0.0.238/31'}, {'Next_Hop': 'nodeid79_FastEthernet1/0', 'Networks': '10.0.0.240/31|10.0.0.240/32'}, {'Next_Hop': 'nodeid79_FastEthernet0/1', 'Networks': '10.0.0.242/31|10.0.0.242/32'}]"
Novara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,"[{'Next_Hop': 'novara_FastEthernet0/0', 'Networks': '10.0.1.14/31|10.0.1.14/32'}]"
Nuremberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0335,"[{'Next_Hop': 'nuremberg_FastEthernet0/0', 'Networks': '10.0.0.13/32|10.0.0.12/31'}, {'Next_Hop': 'nuremberg_FastEthernet0/1', 'Networks': '10.0.0.26/31|10.0.0.26/32'}]"
Nyon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0122,"[{'Next_Hop': 'nyon_FastEthernet0/1', 'Networks': '10.0.0.112/31|10.0.0.113/32'}, {'Next_Hop': 'nyon_FastEthernet0/0', 'Networks': '10.0.0.118/31|10.0.0.118/32'}]"
Oslo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0001,"[{'Next_Hop': 'oslo_FastEthernet0/1', 'Networks': '10.0.0.170/31|10.0.0.171/32'}, {'Next_Hop': 'oslo_FastEthernet0/0', 'Networks': '10.0.0.173/32|10.0.0.172/31'}]"
Ostend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,"[{'Next_Hop': 'ostend_FastEthernet0/1', 'Networks': '10.0.0.185/32|10.0.0.184/31'}, {'Next_Hop': 'ostend_FastEthernet0/0', 'Networks': '10.0.0.237/32|10.0.0.236/31'}]"
Padova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0.0151,"[{'Next_Hop': 'padova_FastEthernet0/0', 'Networks': '10.0.0.249/32|10.0.0.248/31'}, {'Next_Hop': 'padova_FastEthernet0/1', 'Networks': '10.0.1.25/32|10.0.1.24/31'}, {'Next_Hop': 'padova_FastEthernet1/0', 'Networks': '10.0.1.44/31|10.0.1.44/32'}]"
Palermo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,"[{'Next_Hop': 'palermo_FastEthernet0/0', 'Networks': '10.0.0.84/32|10.0.0.84/31'}]"
Paris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.5425,"[{'Next_Hop': 'paris_FastEthernet1/0', 'Networks': '10.0.0.160/31|10.0.0.161/32'}, {'Next_Hop': 'paris_FastEthernet0/0', 'Networks': '10.0.1.59/32|10.0.1.58/31'}, {'Next_Hop': 'paris_FastEthernet2/0', 'Networks': '10.0.1.65/32|10.0.1.64/31'}, {'Next_Hop': 'paris_FastEthernet0/1', 'Networks': '10.0.1.70/31|10.0.1.71/32'}, {'Next_Hop': 'paris_FastEthernet2/1', 'Networks': '10.0.1.90/32|10.0.1.90/31'}, {'Next_Hop': 'paris_FastEthernet1/1', 'Networks': '10.0.1.92/31|10.0.1.92/32'}]"
Parma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,"[{'Next_Hop': 'parma_FastEthernet0/0', 'Networks': '10.0.0.208/31|10.0.0.208/32'}]"
Peerbarcelona_0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,[]
